Estudiante_ID,Edad,Genero,Comuna,Nota_Matemáticas,Nota_Lenguaje,Nota_Ciencias
4456,18,masculino,Arauco,31,63,84
4457,20,prefiero no decirlo,San Pedro,99,82,26
4458,22,femenino,Arauco,68,99,98
4459,23,masculino,Lota,82,71,52
4460,20,prefiero no decirlo,Coronel,26,90,40
4461,24,prefiero no decirlo,San Pedro,33,24,72
4462,27,femenino,Arauco,89,52,71
4463,19,femenino,Coronel,15,24,45
4464,29,masculino,Hualpén,22,32,54
4465,26,prefiero no decirlo,Lota,52,67,96
4466,21,prefiero no decirlo,Concepción,44,62,97
4467,27,prefiero no decirlo,San Pedro,47,62,46
4468,27,femenino,Tomé,7,95,15
4469,29,masculino,Concepción,12,1,14
4470,21,masculino,San Pedro,50,49,27
4471,26,femenino,Arauco,85,73,7
4472,18,masculino,Hualpén,44,45,49
4473,23,masculino,Concepción,71,21,50
4474,21,prefiero no decirlo,Coronel,60,74,47
4475,23,prefiero no decirlo,Concepción,75,99,43
4476,27,prefiero no decirlo,Tomé,78,25,40
4477,29,masculino,San Pedro,17,82,44
4478,28,masculino,Penco,38,78,49
4479,24,femenino,Hualpén,44,28,43
4480,18,masculino,San Pedro,98,97,49
4481,24,femenino,San Pedro,91,87,74
4482,24,prefiero no decirlo,Tomé,52,16,68
4483,29,prefiero no decirlo,Penco,17,87,76
4484,18,prefiero no decirlo,Coronel,60,6,19
4485,26,masculino,Coronel,85,48,37
4486,28,masculino,Hualpén,86,94,72
4487,21,prefiero no decirlo,Lota,83,95,93
4488,24,masculino,Tomé,76,67,61
4489,22,prefiero no decirlo,Tomé,49,10,7
4490,24,prefiero no decirlo,San Pedro,75,27,11
4491,21,femenino,Concepción,43,16,89
4492,29,masculino,Lota,55,85,66
4493,21,femenino,San Pedro,92,63,72
4494,23,masculino,Coronel,63,70,20
4495,25,femenino,Hualpén,70,90,96
4496,19,prefiero no decirlo,Penco,97,11,49
4497,22,femenino,Penco,57,80,77
4498,24,masculino,Concepción,63,64,4
4499,28,femenino,Arauco,71,97,16
4500,20,femenino,Lota,80,56,32
4501,21,masculino,Lota,9,24,78
4502,23,prefiero no decirlo,Penco,96,35,93
4503,24,masculino,Hualpén,96,92,61
4504,22,masculino,Tomé,74,33,58
4505,29,masculino,Penco,79,52,90
4506,25,masculino,Penco,44,50,88
4507,21,prefiero no decirlo,Coronel,87,48,35
4508,25,femenino,Hualpén,17,99,60
4509,19,femenino,San Pedro,33,59,51
4510,21,prefiero no decirlo,Lota,36,36,65
4511,27,masculino,Coronel,76,12,69
4512,26,masculino,Hualpén,85,20,23
4513,26,prefiero no decirlo,Lota,93,30,70
4514,18,prefiero no decirlo,Coronel,53,56,66
4515,29,femenino,Concepción,83,82,39
4516,18,femenino,Arauco,5,55,16
4517,20,femenino,Lota,91,25,62
4518,18,femenino,Lota,11,18,76
4519,23,masculino,Hualpén,37,49,6
4520,26,prefiero no decirlo,San Pedro,80,97,34
4521,23,femenino,Hualpén,50,7,7
4522,19,prefiero no decirlo,Coronel,69,35,83
4523,27,masculino,Hualpén,33,97,21
4524,24,femenino,Concepción,67,87,96
4525,24,femenino,Hualpén,77,71,3
4526,19,femenino,Coronel,12,6,65
4527,26,femenino,Tomé,2,59,19
4528,27,prefiero no decirlo,Coronel,7,41,72
4529,21,prefiero no decirlo,Concepción,44,46,10
4530,18,masculino,Concepción,60,34,39
4531,19,masculino,Concepción,50,48,42
4532,18,femenino,Hualpén,72,82,26
4533,24,masculino,Arauco,58,12,86
4534,27,masculino,Concepción,42,76,9
4535,24,masculino,Concepción,73,39,54
4536,19,masculino,San Pedro,43,61,24
4537,22,masculino,Lota,6,39,73
4538,29,masculino,Penco,79,93,93
4539,19,prefiero no decirlo,Tomé,85,36,74
4540,21,femenino,Coronel,84,46,63
4541,26,masculino,Hualpén,78,91,60
4542,22,femenino,Lota,29,28,76
4543,27,prefiero no decirlo,Coronel,36,3,56
4544,25,prefiero no decirlo,Arauco,30,89,60
4545,20,prefiero no decirlo,San Pedro,5,43,89
4546,29,masculino,Arauco,71,54,60
4547,26,femenino,Coronel,57,43,8
4548,24,femenino,Concepción,78,18,93
4549,26,masculino,Arauco,89,54,24
4550,23,masculino,Arauco,39,48,43
4551,26,femenino,Tomé,80,85,5
4552,26,masculino,Concepción,60,33,84
4553,23,femenino,Hualpén,12,24,98
4554,26,prefiero no decirlo,Arauco,28,23,7
4555,25,masculino,Hualpén,54,65,36
4556,28,femenino,Coronel,54,94,47
4557,27,masculino,Hualpén,84,26,78
4558,26,masculino,Coronel,94,62,86
4559,23,prefiero no decirlo,Hualpén,24,34,93
4560,27,prefiero no decirlo,Penco,54,64,31
4561,22,prefiero no decirlo,Concepción,4,67,62
4562,29,prefiero no decirlo,Coronel,7,11,76
4563,29,masculino,Tomé,6,72,90
4564,24,prefiero no decirlo,Penco,40,91,9
4565,25,prefiero no decirlo,San Pedro,10,78,48
4566,23,prefiero no decirlo,Lota,18,85,48
4567,23,prefiero no decirlo,Arauco,57,88,71
4568,20,femenino,San Pedro,56,31,79
4569,23,masculino,Concepción,15,88,29
4570,23,femenino,Concepción,22,81,50
4571,23,masculino,Penco,66,56,66
4572,29,prefiero no decirlo,Hualpén,92,62,44
4573,29,prefiero no decirlo,Lota,82,86,79
4574,28,masculino,Coronel,56,35,65
4575,29,prefiero no decirlo,Arauco,85,59,78
4576,26,femenino,Lota,4,56,27
4577,22,prefiero no decirlo,San Pedro,66,34,96
4578,29,femenino,San Pedro,6,5,66
4579,19,femenino,Coronel,29,76,38
4580,27,femenino,Penco,78,83,22
4581,27,femenino,Arauco,64,92,25
4582,27,prefiero no decirlo,Coronel,82,97,18
4583,26,masculino,Lota,62,24,70
4584,21,prefiero no decirlo,Coronel,71,60,42
4585,18,femenino,Arauco,86,96,56
4586,20,prefiero no decirlo,Arauco,96,29,21
4587,18,prefiero no decirlo,Tomé,93,8,14
4588,21,masculino,Arauco,40,99,21
4589,20,masculino,Hualpén,46,77,16
4590,26,masculino,Hualpén,19,43,16
4591,22,prefiero no decirlo,Coronel,77,2,80
4592,28,masculino,Penco,42,28,16
4593,26,prefiero no decirlo,Tomé,46,18,68
4594,18,prefiero no decirlo,San Pedro,79,79,47
4595,22,femenino,Tomé,82,34,9
4596,27,femenino,Coronel,39,35,97
4597,23,femenino,Coronel,47,21,98
4598,28,masculino,Tomé,20,29,6
4599,19,femenino,Penco,36,64,2
4600,23,masculino,Hualpén,62,31,54
4601,22,femenino,Concepción,35,93,79
4602,26,prefiero no decirlo,Hualpén,86,69,38
4603,20,femenino,Hualpén,82,93,48
4604,29,femenino,Arauco,39,95,13
4605,24,masculino,Penco,82,55,53
4606,24,prefiero no decirlo,Coronel,17,12,37
4607,19,prefiero no decirlo,San Pedro,81,51,80
4608,22,femenino,Tomé,70,40,16
4609,23,prefiero no decirlo,Coronel,9,34,26
4610,29,femenino,Lota,59,51,83
4611,27,masculino,Tomé,78,41,72
4612,29,femenino,Hualpén,59,30,42
4613,23,femenino,Arauco,64,82,8
4614,19,masculino,Hualpén,5,15,94
4615,22,femenino,Lota,79,62,20
4616,22,femenino,Coronel,88,32,32
4617,23,masculino,Coronel,40,47,55
4618,29,masculino,Arauco,1,86,1
4619,21,masculino,Lota,93,82,20
4620,26,prefiero no decirlo,Concepción,9,21,41
4621,20,masculino,Penco,33,38,71
4622,20,masculino,San Pedro,9,63,60
4623,19,femenino,Concepción,71,31,25
4624,19,femenino,Arauco,75,73,63
4625,24,femenino,Penco,55,63,33
4626,29,masculino,Coronel,45,54,53
4627,21,prefiero no decirlo,San Pedro,83,54,15
4628,25,masculino,Tomé,79,94,94
4629,27,prefiero no decirlo,Tomé,31,72,90
4630,23,femenino,Lota,72,44,78
4631,25,prefiero no decirlo,Arauco,80,28,47
4632,23,femenino,Hualpén,77,17,90
4633,25,femenino,Hualpén,4,77,29
4634,20,masculino,Coronel,80,71,97
4635,27,masculino,Concepción,3,67,74
4636,26,prefiero no decirlo,Arauco,33,93,65
4637,29,prefiero no decirlo,Lota,97,49,47
4638,22,masculino,Concepción,75,54,41
4639,27,prefiero no decirlo,Penco,42,50,20
4640,22,femenino,Hualpén,81,50,4
4641,19,masculino,Tomé,68,35,1
4642,28,prefiero no decirlo,San Pedro,53,52,95
4643,24,prefiero no decirlo,Hualpén,84,31,51
4644,26,femenino,Penco,42,65,53
4645,20,femenino,Tomé,17,68,58
4646,20,masculino,Tomé,20,48,20
4647,22,masculino,Tomé,96,28,99
4648,28,femenino,Penco,9,20,59
4649,21,masculino,Coronel,72,61,82
4650,25,masculino,Penco,37,52,21
4651,21,prefiero no decirlo,Tomé,18,60,69
4652,19,prefiero no decirlo,Lota,22,1,18
4653,23,femenino,Hualpén,20,62,1
4654,22,masculino,Coronel,43,87,6
4655,20,femenino,Lota,16,69,85
4656,21,prefiero no decirlo,Tomé,34,89,82
4657,21,masculino,Penco,32,35,58
4658,24,masculino,Coronel,45,63,14
4659,27,prefiero no decirlo,Lota,99,21,8
4660,28,femenino,Lota,45,10,46
4661,23,masculino,Penco,29,59,22
4662,21,femenino,Coronel,27,73,91
4663,26,masculino,Tomé,35,25,48
4664,18,masculino,Coronel,34,41,39
4665,29,masculino,Coronel,29,50,1
4666,19,femenino,Tomé,5,36,72
4667,19,masculino,Coronel,31,43,15
4668,26,prefiero no decirlo,Arauco,92,18,68
4669,20,prefiero no decirlo,Lota,83,33,5
4670,27,prefiero no decirlo,Lota,50,25,27
4671,29,masculino,San Pedro,45,11,31
4672,23,prefiero no decirlo,San Pedro,4,91,2
4673,20,prefiero no decirlo,San Pedro,35,36,81
4674,19,femenino,Tomé,71,36,80
4675,22,prefiero no decirlo,Coronel,56,20,71
4676,26,masculino,Concepción,80,53,47
4677,28,femenino,Hualpén,19,45,40
4678,27,masculino,Concepción,42,42,91
4679,18,femenino,Hualpén,95,39,26
4680,26,femenino,Penco,81,76,8
4681,21,masculino,Penco,55,69,59
4682,18,femenino,San Pedro,64,8,90
4683,19,masculino,Tomé,98,28,2
4684,18,masculino,San Pedro,88,99,36
4685,24,masculino,Arauco,63,32,54
4686,18,masculino,Tomé,61,87,84
4687,24,masculino,Concepción,67,94,16
4688,19,prefiero no decirlo,Concepción,72,59,59
4689,23,femenino,San Pedro,69,89,50
4690,26,femenino,Arauco,6,18,28
4691,25,masculino,Arauco,88,19,84
4692,22,femenino,San Pedro,59,47,25
4693,23,prefiero no decirlo,Tomé,40,47,86
4694,26,femenino,San Pedro,33,71,85
4695,25,masculino,Concepción,7,63,12
4696,21,prefiero no decirlo,Concepción,33,51,47
4697,23,femenino,Arauco,17,65,92
4698,21,femenino,Arauco,61,82,50
4699,20,masculino,Lota,92,61,60
4700,22,femenino,Penco,37,4,85
4701,25,masculino,Concepción,5,9,38
4702,25,femenino,Tomé,91,5,31
4703,20,prefiero no decirlo,Tomé,2,77,33
4704,27,femenino,Penco,54,65,40
4705,26,masculino,Coronel,53,99,60
4706,27,femenino,Arauco,66,34,4
4707,18,prefiero no decirlo,Penco,59,90,51
4708,26,masculino,Arauco,32,20,83
4709,22,femenino,Tomé,68,68,93
4710,20,masculino,Coronel,61,74,94
4711,21,femenino,Arauco,69,57,30
4712,18,prefiero no decirlo,Penco,96,86,16
4713,23,prefiero no decirlo,Coronel,65,34,96
4714,25,femenino,Lota,91,22,36
4715,23,prefiero no decirlo,Lota,35,92,38
4716,24,femenino,Concepción,19,50,95
4717,18,prefiero no decirlo,Concepción,78,92,30
4718,20,masculino,Lota,45,20,11
4719,26,prefiero no decirlo,Tomé,8,51,44
4720,18,masculino,Coronel,42,27,81
4721,18,prefiero no decirlo,Coronel,45,37,23
4722,20,prefiero no decirlo,Arauco,52,40,9
4723,19,femenino,Concepción,45,40,99
4724,28,femenino,Penco,86,73,61
4725,29,masculino,Penco,28,99,95
4726,25,masculino,Hualpén,25,11,88
4727,21,femenino,Hualpén,66,10,60
4728,20,femenino,Arauco,79,60,25
4729,20,prefiero no decirlo,Lota,45,83,54
4730,29,masculino,San Pedro,12,43,10
4731,19,femenino,Tomé,34,82,99
4732,26,femenino,Hualpén,23,72,42
4733,23,masculino,Tomé,43,40,21
4734,21,masculino,Concepción,56,24,25
4735,19,femenino,Coronel,5,11,98
4736,24,prefiero no decirlo,Hualpén,44,79,88
4737,20,femenino,Coronel,34,97,24
4738,22,masculino,Arauco,20,2,48
4739,19,femenino,Concepción,95,26,79
4740,29,masculino,Hualpén,27,93,76
4741,18,masculino,Lota,16,10,53
4742,23,prefiero no decirlo,Arauco,91,15,11
4743,22,masculino,Lota,86,57,47
4744,29,femenino,Penco,14,12,62
4745,29,masculino,Hualpén,18,36,82
4746,19,masculino,Hualpén,85,66,38
4747,27,prefiero no decirlo,San Pedro,88,6,72
4748,23,masculino,Arauco,75,97,6
4749,28,femenino,San Pedro,3,67,87
4750,24,femenino,Concepción,23,61,38
4751,29,masculino,Concepción,39,85,65
4752,27,masculino,Concepción,56,42,32
4753,22,masculino,Arauco,18,71,93
4754,21,masculino,Penco,99,20,89
4755,21,femenino,Penco,48,13,93
4756,18,femenino,Concepción,75,89,36
4757,26,femenino,Coronel,85,9,84
4758,18,femenino,Hualpén,71,70,71
4759,20,femenino,Arauco,26,64,48
4760,18,masculino,Tomé,46,1,70
4761,29,prefiero no decirlo,Arauco,97,78,5
4762,21,prefiero no decirlo,Hualpén,31,37,85
4763,20,femenino,Lota,28,96,71
4764,28,masculino,Tomé,62,37,83
4765,21,masculino,Coronel,14,72,53
4766,24,prefiero no decirlo,Concepción,64,72,7
4767,22,masculino,Hualpén,28,43,60
4768,22,masculino,Concepción,74,49,15
4769,18,prefiero no decirlo,Penco,18,23,39
4770,29,femenino,Tomé,61,46,84
4771,22,prefiero no decirlo,Hualpén,38,67,14
4772,18,masculino,Hualpén,51,53,39
4773,19,prefiero no decirlo,Hualpén,79,99,21
4774,28,masculino,San Pedro,64,56,7
4775,20,prefiero no decirlo,Arauco,76,56,71
4776,25,masculino,Hualpén,39,11,52
4777,28,masculino,Penco,4,80,23
4778,25,masculino,Lota,76,42,56
4779,22,masculino,Hualpén,74,91,61
4780,28,femenino,Penco,52,71,68
4781,26,femenino,Hualpén,70,95,45
4782,22,masculino,Hualpén,15,51,13
4783,24,masculino,San Pedro,91,47,74
4784,25,masculino,Coronel,46,20,3
4785,20,prefiero no decirlo,Penco,5,68,6
4786,21,masculino,San Pedro,48,94,28
4787,23,prefiero no decirlo,Arauco,24,19,89
4788,24,prefiero no decirlo,Hualpén,82,44,86
4789,19,femenino,Lota,17,79,94
4790,21,masculino,Arauco,20,87,81
4791,18,masculino,Tomé,65,45,57
4792,20,masculino,San Pedro,41,86,83
4793,27,prefiero no decirlo,Arauco,59,73,51
4794,20,prefiero no decirlo,San Pedro,50,89,96
4795,29,femenino,Hualpén,22,46,35
4796,29,prefiero no decirlo,Arauco,57,93,28
4797,21,prefiero no decirlo,Hualpén,20,81,31
4798,20,femenino,Lota,62,44,64
4799,27,masculino,Coronel,33,99,22
4800,19,femenino,Penco,99,50,10
4801,25,masculino,Hualpén,31,21,54
4802,29,masculino,Tomé,73,59,75
4803,25,prefiero no decirlo,Arauco,48,92,73
4804,19,prefiero no decirlo,Tomé,67,29,52
4805,27,prefiero no decirlo,Hualpén,3,29,94
4806,28,femenino,Lota,59,86,6
4807,18,masculino,Tomé,56,76,17
4808,20,prefiero no decirlo,Concepción,83,93,68
4809,29,prefiero no decirlo,Hualpén,79,9,40
4810,23,prefiero no decirlo,Hualpén,2,54,36
4811,27,prefiero no decirlo,Tomé,5,82,43
4812,28,masculino,Concepción,51,44,22
4813,18,prefiero no decirlo,Hualpén,86,93,12
4814,18,masculino,Tomé,51,85,5
4815,23,femenino,Coronel,24,23,96
4816,28,prefiero no decirlo,Arauco,57,17,42
4817,25,prefiero no decirlo,San Pedro,44,34,39
4818,26,prefiero no decirlo,Coronel,49,20,49
4819,20,masculino,Coronel,79,8,1
4820,18,masculino,Lota,13,59,57
4821,26,masculino,Penco,92,72,4
4822,25,masculino,Arauco,67,15,89
4823,27,femenino,Tomé,87,35,30
4824,22,masculino,San Pedro,15,27,92
4825,23,femenino,Concepción,53,69,75
4826,29,femenino,Hualpén,46,75,58
4827,26,masculino,San Pedro,90,48,51
4828,26,prefiero no decirlo,Lota,59,68,37
4829,25,masculino,Coronel,38,57,73
4830,22,prefiero no decirlo,Hualpén,30,10,24
4831,20,prefiero no decirlo,San Pedro,96,67,8
4832,18,prefiero no decirlo,Penco,14,87,73
4833,26,femenino,Tomé,56,82,60
4834,20,masculino,Hualpén,62,25,90
4835,21,masculino,Concepción,94,56,69
4836,22,masculino,Arauco,37,53,82
4837,24,femenino,Lota,17,18,76
4838,19,prefiero no decirlo,Arauco,43,69,13
4839,26,femenino,Coronel,23,59,30
4840,27,masculino,Coronel,57,36,79
4841,25,masculino,Concepción,79,17,9
4842,20,femenino,Arauco,49,86,30
4843,19,prefiero no decirlo,Penco,58,89,90
4844,29,masculino,Concepción,82,8,69
4845,20,femenino,Lota,46,50,71
4846,18,femenino,Hualpén,13,11,4
4847,19,femenino,Penco,4,52,26
4848,26,masculino,Lota,2,13,91
4849,26,masculino,Tomé,93,97,21
4850,20,prefiero no decirlo,Penco,30,29,15
4851,25,prefiero no decirlo,San Pedro,53,15,28
4852,28,femenino,Tomé,26,14,79
4853,19,masculino,Coronel,56,29,68
4854,20,femenino,San Pedro,95,52,73
4855,22,masculino,Tomé,40,32,23
4856,27,prefiero no decirlo,Coronel,16,96,15
4857,21,prefiero no decirlo,Hualpén,73,3,62
4858,25,masculino,San Pedro,5,64,2
4859,25,masculino,Tomé,19,50,52
4860,28,prefiero no decirlo,Coronel,70,89,90
4861,27,prefiero no decirlo,Penco,56,98,91
4862,19,prefiero no decirlo,Penco,85,37,2
4863,22,masculino,Concepción,13,13,77
4864,28,prefiero no decirlo,Coronel,69,33,95
4865,25,prefiero no decirlo,San Pedro,5,64,91
4866,20,femenino,Arauco,81,8,59
4867,24,masculino,Arauco,58,99,97
4868,18,prefiero no decirlo,Concepción,68,26,87
4869,23,femenino,Concepción,58,15,71
4870,24,femenino,Arauco,85,81,17
4871,20,femenino,Arauco,5,64,96
4872,26,prefiero no decirlo,San Pedro,40,75,74
4873,25,masculino,San Pedro,41,14,13
4874,21,prefiero no decirlo,Coronel,26,29,90
4875,27,femenino,Concepción,80,89,79
4876,20,masculino,Lota,95,64,16
4877,29,prefiero no decirlo,Hualpén,93,98,48
4878,29,prefiero no decirlo,Hualpén,25,37,52
4879,25,prefiero no decirlo,Arauco,71,95,74
4880,27,prefiero no decirlo,Penco,78,44,54
4881,25,prefiero no decirlo,Arauco,31,93,13
4882,20,masculino,Lota,84,82,81
4883,20,masculino,San Pedro,29,59,77
4884,22,femenino,Concepción,83,39,69
4885,27,masculino,Penco,63,28,24
4886,25,masculino,Lota,3,57,20
4887,27,masculino,Hualpén,26,74,97
4888,24,masculino,Arauco,3,86,34
4889,26,masculino,Penco,90,16,19
4890,29,femenino,Coronel,14,67,21
4891,18,masculino,San Pedro,4,72,70
4892,29,femenino,San Pedro,81,89,63
4893,24,femenino,Penco,21,6,47
4894,22,prefiero no decirlo,San Pedro,20,24,65
4895,20,masculino,Concepción,17,80,23
4896,20,masculino,Arauco,75,59,49
4897,23,femenino,Tomé,59,71,38
4898,28,prefiero no decirlo,Lota,12,47,71
4899,25,prefiero no decirlo,Hualpén,65,79,15
4900,24,femenino,Coronel,85,56,35
4901,27,femenino,San Pedro,47,87,18
4902,29,prefiero no decirlo,Lota,1,48,86
4903,23,femenino,Lota,92,20,69
4904,19,masculino,Lota,58,62,47
4905,18,prefiero no decirlo,Penco,20,39,89
4906,27,masculino,Penco,46,56,85
4907,19,masculino,Lota,46,40,40
4908,25,masculino,San Pedro,14,97,53
4909,18,prefiero no decirlo,Concepción,60,84,48
4910,24,femenino,Lota,62,99,65
4911,28,femenino,San Pedro,6,87,33
4912,20,masculino,Arauco,29,52,68
4913,24,masculino,Lota,71,21,76
4914,18,prefiero no decirlo,Tomé,58,95,4
4915,20,masculino,San Pedro,97,30,64
4916,23,masculino,San Pedro,36,65,38
4917,21,prefiero no decirlo,Penco,65,86,34
4918,22,femenino,San Pedro,68,54,37
4919,25,femenino,Tomé,5,54,29
4920,21,femenino,Tomé,99,9,54
4921,23,masculino,Arauco,68,38,15
4922,22,masculino,Lota,97,81,62
4923,25,femenino,Lota,77,9,37
4924,20,femenino,Hualpén,43,94,15
4925,20,prefiero no decirlo,Concepción,57,25,94
4926,20,femenino,San Pedro,12,88,27
4927,27,femenino,Arauco,18,35,30
4928,24,femenino,Lota,60,24,66
4929,28,masculino,San Pedro,91,66,70
4930,23,masculino,San Pedro,2,24,25
4931,23,femenino,Coronel,48,48,5
4932,21,masculino,San Pedro,91,95,64
4933,27,prefiero no decirlo,Tomé,98,58,65
4934,22,masculino,Hualpén,64,66,63
4935,24,femenino,Arauco,88,32,4
4936,19,femenino,Penco,59,70,77
4937,24,femenino,Concepción,22,22,20
4938,19,masculino,Hualpén,28,79,82
4939,21,femenino,Coronel,92,16,29
4940,19,prefiero no decirlo,Penco,16,79,47
4941,19,femenino,Tomé,72,65,81
4942,23,femenino,San Pedro,79,22,17
4943,21,prefiero no decirlo,Tomé,23,13,21
4944,29,femenino,Penco,89,50,27
4945,26,femenino,Penco,63,85,96
4946,19,femenino,Arauco,20,90,87
4947,19,femenino,Coronel,55,20,10
4948,28,masculino,Tomé,58,34,92
4949,24,masculino,Lota,70,2,15
4950,21,femenino,Arauco,80,74,90
4951,24,femenino,Coronel,66,79,45
4952,21,femenino,Arauco,39,84,61
4953,21,femenino,Lota,94,93,35
4954,19,prefiero no decirlo,Arauco,27,21,11
4955,27,femenino,Arauco,22,81,71
4956,27,masculino,Concepción,77,22,90
4957,29,femenino,Arauco,86,87,26
4958,24,masculino,Tomé,87,15,18
4959,20,prefiero no decirlo,Coronel,57,21,77
4960,26,prefiero no decirlo,Tomé,79,19,75
4961,25,femenino,Coronel,37,69,75
4962,27,femenino,Coronel,81,76,74
4963,23,masculino,Hualpén,53,99,48
4964,25,masculino,Concepción,76,2,16
4965,21,femenino,Penco,16,66,42
4966,21,masculino,San Pedro,77,58,28
4967,23,masculino,Penco,89,37,30
4968,18,prefiero no decirlo,Tomé,51,38,5
4969,18,prefiero no decirlo,Tomé,52,43,48
4970,23,masculino,San Pedro,48,5,30
4971,18,prefiero no decirlo,Lota,99,8,60
4972,18,femenino,Concepción,47,7,25
4973,27,prefiero no decirlo,Concepción,1,25,6
4974,23,prefiero no decirlo,Lota,5,53,72
4975,22,femenino,Arauco,48,85,58
4976,24,prefiero no decirlo,San Pedro,51,11,72
4977,29,prefiero no decirlo,Hualpén,40,89,8
4978,18,masculino,Tomé,85,79,18
4979,29,femenino,Penco,20,11,31
4980,19,prefiero no decirlo,Concepción,83,92,58
4981,21,masculino,Coronel,64,56,98
4982,19,prefiero no decirlo,Concepción,28,41,72
4983,20,prefiero no decirlo,Coronel,73,55,36
4984,19,masculino,Penco,8,8,7
4985,18,masculino,San Pedro,3,36,11
4986,27,femenino,Lota,7,64,29
4987,18,masculino,Penco,65,15,38
4988,22,femenino,Concepción,52,78,33
4989,18,prefiero no decirlo,Arauco,52,84,32
4990,26,femenino,San Pedro,32,50,34
4991,20,femenino,Coronel,91,16,81
4992,19,masculino,Arauco,55,17,67
4993,20,prefiero no decirlo,Concepción,68,93,33
4994,27,prefiero no decirlo,Arauco,86,22,52
4995,27,prefiero no decirlo,Hualpén,59,74,89
4996,24,masculino,Lota,40,12,84
4997,27,prefiero no decirlo,Penco,30,70,1
4998,25,femenino,Hualpén,28,94,81
4999,20,masculino,Hualpén,95,2,74
5000,27,masculino,Arauco,14,1,34
5001,19,femenino,San Pedro,17,80,50
5002,26,masculino,Concepción,97,81,75
5003,29,masculino,Tomé,13,82,30
5004,28,masculino,Penco,26,86,19
5005,19,femenino,Coronel,17,34,43
5006,19,femenino,San Pedro,33,68,71
5007,18,masculino,Concepción,26,93,2
5008,20,prefiero no decirlo,Arauco,7,41,65
5009,22,masculino,Arauco,67,16,63
5010,27,masculino,Tomé,49,73,66
5011,21,femenino,Concepción,83,78,68
5012,24,femenino,Concepción,62,63,98
5013,27,prefiero no decirlo,Lota,8,56,44
5014,26,masculino,Penco,50,68,47
5015,20,masculino,Lota,60,48,70
5016,24,prefiero no decirlo,Penco,8,73,93
5017,29,prefiero no decirlo,Concepción,88,61,41
5018,23,prefiero no decirlo,Tomé,54,17,8
5019,18,masculino,Lota,84,71,59
5020,21,prefiero no decirlo,Hualpén,46,32,33
5021,19,femenino,Tomé,97,59,21
5022,26,femenino,Coronel,2,38,98
5023,24,prefiero no decirlo,Hualpén,74,63,3
5024,25,prefiero no decirlo,San Pedro,24,33,77
5025,21,prefiero no decirlo,Lota,72,12,69
5026,18,masculino,Lota,71,11,12
5027,28,masculino,Concepción,66,47,34
5028,26,masculino,Penco,44,33,39
5029,22,prefiero no decirlo,Penco,17,67,77
5030,25,femenino,Concepción,86,43,68
5031,23,prefiero no decirlo,Concepción,82,38,71
5032,21,prefiero no decirlo,Penco,98,3,54
5033,26,femenino,Penco,64,1,64
5034,28,masculino,Coronel,67,28,44
5035,22,femenino,Arauco,96,33,25
5036,29,masculino,Tomé,52,43,64
5037,23,prefiero no decirlo,Concepción,29,76,16
5038,24,femenino,Tomé,71,10,86
5039,23,prefiero no decirlo,Hualpén,80,84,78
5040,22,femenino,Hualpén,94,49,4
5041,19,prefiero no decirlo,Tomé,28,50,80
5042,23,masculino,Penco,46,62,56
5043,27,prefiero no decirlo,Concepción,84,51,36
5044,20,masculino,Coronel,4,96,77
5045,24,masculino,Hualpén,49,64,3
5046,23,prefiero no decirlo,Lota,92,65,31
5047,25,femenino,Tomé,25,66,11
5048,21,prefiero no decirlo,San Pedro,24,39,89
5049,25,prefiero no decirlo,Coronel,13,89,29
5050,18,prefiero no decirlo,Tomé,89,45,17
5051,22,femenino,Coronel,26,73,9
5052,22,masculino,Hualpén,13,29,1
5053,20,prefiero no decirlo,Lota,27,22,67
5054,28,femenino,Hualpén,47,37,6
5055,22,prefiero no decirlo,Arauco,63,34,22
5056,29,masculino,Lota,99,4,1
5057,19,masculino,San Pedro,69,98,42
5058,26,femenino,Concepción,10,27,45
5059,19,femenino,Concepción,63,99,62
5060,21,femenino,Concepción,88,6,32
5061,22,prefiero no decirlo,Concepción,6,21,18
5062,28,masculino,Arauco,56,85,77
5063,18,masculino,Hualpén,90,37,31
5064,18,prefiero no decirlo,Concepción,55,78,17
5065,18,femenino,Arauco,98,64,28
5066,22,prefiero no decirlo,Lota,65,43,42
5067,18,masculino,Hualpén,18,23,75
5068,29,femenino,San Pedro,13,78,72
5069,27,prefiero no decirlo,Coronel,68,62,55
5070,26,prefiero no decirlo,Lota,4,29,12
5071,27,masculino,Concepción,82,16,84
5072,23,femenino,San Pedro,16,64,40
5073,19,femenino,Tomé,93,67,81
5074,28,masculino,San Pedro,11,27,8
5075,28,masculino,Hualpén,42,87,79
5076,28,prefiero no decirlo,Penco,37,96,23
5077,27,femenino,Penco,99,46,4
5078,23,femenino,Penco,65,64,35
5079,21,prefiero no decirlo,Tomé,1,40,68
5080,18,masculino,San Pedro,9,54,13
5081,19,femenino,Tomé,6,35,47
5082,27,prefiero no decirlo,Tomé,57,99,15
5083,28,femenino,Hualpén,85,24,93
5084,23,masculino,Arauco,40,56,1
5085,18,masculino,Tomé,68,90,20
5086,21,prefiero no decirlo,Arauco,92,46,57
5087,28,prefiero no decirlo,Tomé,27,9,71
5088,26,prefiero no decirlo,San Pedro,30,20,66
5089,28,masculino,Coronel,1,11,84
5090,27,prefiero no decirlo,Lota,38,31,47
5091,28,masculino,Penco,5,59,46
